"periode_data","jenis","kode_trayek","trayek","jumlah_penumpang"
"202109","Angkutan Umum Integrasi","1F","Stasiun Palmerah - Bundaran Senayan","0"
"202109","Angkutan Umum Integrasi","1E","Pondok Labu - Blok M","65276"
"202109","Angkutan Umum Integrasi","1C","Pesanggrahan - Blok M","12038"
"202109","Angkutan Umum Integrasi","1B","Stasiun Palmerah - Tosari","25509"
"202109","Angkutan Umum Integrasi","1A","PIK - Balai Kota","54065"
"202109","Angkutan Umum Integrasi","12B","Pluit - Senen","8145"
"202109","Angkutan Umum Integrasi","11Q","Kampung Melayu - Pulo Gebang via BKT","9875"
"202109","Angkutan Umum Integrasi","11D","Pulo Gebang - Pulo Gadung 2 via PIK","48895"
"202109","Angkutan Umum Integrasi","10K","Tanjung Priok - Senen via Taman BMW","32614"
"202109","Angkutan Umum Integrasi","GR4","Taman Kota Intan - Museum Bahari","91"
"202109","Angkutan Umum Integrasi","GR5","Kota Tua Explorer","15"
"202110","Mikrotrans","JAK.88","Terminal Tanjung Priok - Ancol Barat","31197"
"202110","Mikrotrans","JAK.85","Bintara - Cipinang Indah","30711"
"202110","Mikrotrans","JAK.84","Terminal Kampung Melayu - Kapin Raya","40186"
"202110","Mikrotrans","JAK.80","Rawa Buaya - Rawa Kompeni","61883"
"202110","Mikrotrans","JA.77","Tanjung Priok - Jembatan Item","66616"
"202110","Mikrotrans","JAK.75","Cililitan - Kp. Pulo","50363"
"202110","Mikrotrans","JAK.74","Terminal Rawamangun - Cipinang Muara","50676"
"202110","Mikrotrans","JAK.73","Jambore Cibubur - Pasar Rebo","75846"
"202110","Mikrotrans","JAK.72","Kampung Rambutan - Pasar Rebo via Poncol","97831"
"202110","Mikrotrans","JAK.71","Kampung Rambutan - Pinang Ranti","57649"
"202110","Mikrotrans","JAK.64","Lenteng Agung - Aseli","52926"
"202110","Mikrotrans","JAK.61","Cempaka Putih - Pulo Gadung via Kelapa Gading","35233"
"202110","Mikrotrans","JAK.60","Kelapa Gading - Rusun Kemayoran","69665"
"202110","Mikrotrans","JAK.59","Rawamangun - Tanah Merah","72106"
"202110","Mikrotrans","JAK.58","Cilingcing - Rorotan","91654"
"202110","Mikrotrans","JAK.56","Grogol - Srengseng","49293"
"202110","Mikrotrans","JAK.54","Grogol - Benhil","41815"
"202110","Mikrotrans","JAK.53","Grogol - Pos Pengumben via Slipi","46344"
"202110","Mikrotrans","JAK.52","Kalideres - Muara Angke","65266"
"202110","Mikrotrans","JAK.51","Taman Kota - Budi Luhur","104140"
"202110","Mikrotrans","JAK.50","Kalideres - Puri Kembangan","69097"
"202110","Mikrotrans","JAK.49","Lebak Bulus - Cipulir","44014"
"202110","Mikrotrans","JAK.47","Pasar Minggu - Ciganjur via KB Ragunan","50597"
"202110","Mikrotrans","JAK.46","Pasar Minggu - Jagakarsa","83425"
"202110","Mikrotrans","JAK.45","Lebak Bulus - Ragunan","48167"
"202110","Mikrotrans","JAK.44","Andara - Stasiun Universitas Pancasila","64885"
"202110","Mikrotrans","JAK.43","Tongtek - Cililitan","94923"
"202110","Mikrotrans","JAK.42","Kampung Melayu - Pondok Kelapa","71096"
"202110","Mikrotrans","JAK.41","Kampung Melayu - Ppulo Gadung","46177"
"202110","Mikrotrans","JAK.40","Harapan Baru - Pulo Gebang via Rawa Kuning","41534"
"202110","Mikrotrans","JAK.39","Kalimalang - Duren Sawit","63975"
"202110","Mikrotrans","JAK.38","Bulak Ringin - Kampung Rambutan","46304"
"202110","Mikrotrans","JAK.37","Cililitan - Condet via Kayu Manis","59214"
"202110","Mikrotrans","JAK.36","Cilangkap - Cililitan","64162"
"202110","Mikrotrans","JAK.35","Pangkalan Jati - Rawamangun","32715"
"202110","Mikrotrans","JAK.34","Rawamangun - Klender","69978"
"202110","Mikrotrans","JAK.33","Pulo Gadung - Kota","51615"
"202110","Mikrotrans","JAK.32","Lebak Bulus - Petukangan","79962"
"202110","Mikrotrans","JAK.31","Blok M - Andara","60715"
"202110","Mikrotrans","JAK.30","Grogol - Meruya via Roxy","133054"
"202110","Mikrotrans","JAK.29","Tanjung Priok - Sukapura","117647"
"202110","Mikrotrans","JAK.28","Kp. Rambutan - Taman Wiladatika","62587"
"202110","Mikrotrans","JAK.27","Pulo Gebang - Rorotan","51771"
"202110","Mikrotrans","JAK.26","Rawamangun - Duren Sawit","43232"
"202110","Mikrotrans","JAK.25","Kp. Rambutan - Kalisari","49474"
"202110","Mikrotrans","JAK.24","Senen - Pulo Gadung via Kelapa Gading","80125"
"202110","Mikrotrans","JAK.22","Dwikora - Penas Kalimalang","20483"
"202110","Mikrotrans","JAK.21","Cililitan - Dwikora","73032"
"202110","Mikrotrans","JAK.20","Cawang UKI - Lubang Buaya","53380"
"202110","Mikrotrans","JAK,19","Pinang Ranti - Kampung Rambutan","99743"
"202110","Mikrotrans","JAK.18","Kalibata - Kuningan","36622"
"202110","Mikrotrans","JAK.17","Senen - Pulo Gadung","51089"
"202110","Mikrotrans","JAK.16","Cililitan - Condet via Kayu Manis","83100"
"202110","Mikrotrans","JAK.15","Bulak Turi - Tanjung Priok","120526"
"202110","Mikrotrans","JAK.14","Tanah Abang - Meruya","91917"
"202110","Mikrotrans","JAK.13","Tanah Abang - Kota Intan via Jembatan Lima","18200"
"202110","Mikrotrans","JAK.12","Tanah Abang - Kebayoran Lama via Pos Pengumben","69299"
"202110","Mikrotrans","JAK.117","Tanjung Priok - Tanah Merdeka","93413"
"202110","Mikrotrans","JAK.112","Terminal Tanah Merah - Pulo Gadung","73467"
"202110","Mikrotrans","JAK.11","Tanah Abang - Kebayoran Lama","78213"
"202110","Mikrotrans","JAK.10","Tanah Abang - Kota","49482"
"202110","Mikrotrans","JAK.09","Roxy Mas - Karet","28495"
"202110","Mikrotrans","JAK.08","Roxy - Benhil","41236"
"202110","Mikrotrans","JAK.07","Tanah Abang - Grogol via Tawakal","56372"
"202110","Mikrotrans","JAK.06","Kampung Rambutan - Pondok Gede","64505"
"202110","Mikrotrans","JAK.05","Semper - Rorotan","65429"
"202110","Mikrotrans","JAK.04","Grogol - Tubagus Angke","50863"
"202110","Mikrotrans","JAK.03","Lebak Bulus - Andara","37131"
"202110","Mikrotrans","JAK.02","Kampung Melayu - Duren Sawit","48317"
"202110","Mikrotrans","JAK.01","Tanjung Priok - Plumpang","65293"
"202110","BRT","9","Pinang Ranti - Pluit","670052"
"202110","Angkutan Umum Integrasi","GR5","Kota Tua Explorer","21"
"202111","Mikrotrans","JAK.17","Senen - Pulo Gadung","59969"
"202111","Mikrotrans","JAK.16","Cililitan - Condet via Kayu Manis","96991"
"202111","Mikrotrans","JAK.15","Bulak Turi - Tanjung Priok","146160"
"202111","Mikrotrans","JAK.14","Tanah Abang - Meruya","115672"
"202111","Mikrotrans","JAK.13","Tanah Abang - Kota Intan via Jembatan Lima","22307"
"202111","Mikrotrans","JAK.12","Tanah Abang - Kebayoran Lama via Pos Pengumben","80723"
"202111","Mikrotrans","JAK.117","Tanjung Priok - Tanah Merdeka","103410"
"202111","Mikrotrans","JAK.112","Terminal Tanah Merah - Pulo Gadung","78124"
"202111","Mikrotrans","JAK.11","Tanah Abang - Kebayoran Lama","88319"
"202111","Mikrotrans","JAK.10B","Gondangdia - Cikini via Kramat Raya","4008"
"202111","Mikrotrans","JAK.10A","Gondangdia - Cikini via Salemba Raya","30703"
"202111","Mikrotrans","JAK.10","Tanah Abang - Kota","59213"
"202111","Mikrotrans","JAK.09","Roxy Mas - Karet","31253"
"202111","Mikrotrans","JAK.08","Roxy - Benhil","48046"
"202111","Mikrotrans","JAK.07","Tanah Abang - Grogol via Tawakal","66471"
"202111","Mikrotrans","JAK.06","Kampung Rambutan - Pondok Gede","73113"
"202111","Mikrotrans","JAK.05","Semper - Rorotan","73362"
"202111","Mikrotrans","JAK.04","Grogol - Tubagus Angke","55910"
"202111","Mikrotrans","JAK.03","Lebak Bulus - Andara","41216"
"202111","Mikrotrans","JAK.02","Kampung Melayu - Duren Sawit","56746"
"202111","Mikrotrans","JAK.01","Tanjung Priok - Plumpang","71927"
"202111","BRT","9","Pinang Ranti - Pluit","805724"
"202111","BRT","8","Lebak Bulus - Harmoni","512842"
"202111","BRT","7","Kampung Rambutan - Kampung Melayu","420738"
"202111","BRT","6","Ragunan - Dukuh Atas 2","435539"
"202111","BRT","5","Kampung Melayu - Ancol","487576"
"202111","BRT","4","Pulo Gadung 2 - Tosari","321515"
"202111","BRT","3","Kalideres - Pasar Baru","527539"
"202111","BRT","2","Pulo Gadung 1 - Harmoni","374586"
"202111","BRT","13","Ciledug - Tendean","305567"
"202111","BRT","12","Penjaringan - Sunter Bouleverd Barat","163317"
"202111","BRT","11","Pulo Gebang - Kampung Melayu","148930"
"202111","BRT","10","Tanjung Priok - PGC 2","421487"
"202111","BRT","1","Blok M - Kota","1073929"
"202111","Angkutan Umum Integrasi","9H","Cipedak - Blok M","20159"
"202111","Angkutan Umum Integrasi","9E","Kebayoran Lama - Jelambar","22996"
"202111","Angkutan Umum Integrasi","9D","Pasar Minggu - Tanah Abang","87210"
"202111","Angkutan Umum Integrasi","8K","Batu Sari-Tanah Abang","9463"
"202111","Angkutan Umum Integrasi","8E","Bintaro - Blok M","19613"
"202111","Angkutan Umum Integrasi","8D","Joglo - Blok M","27154"
"202111","Angkutan Umum Integrasi","8C","Kebayoran Lama - Tanah Abang","0"
"202111","Angkutan Umum Integrasi","7P","Pondok Kelapa - BKN","32337"
"202111","Angkutan Umum Integrasi","7D","Pancoran - TMII","27221"
"202111","Angkutan Umum Integrasi","7B","Kampung Rambutan - Blok M","87269"
"202111","Angkutan Umum Integrasi","7A","Kampung Rambutan - Lebak Bulus","88324"
"202111","Angkutan Umum Integrasi","6R","Ragunan - Stasin MRT Fatmawati","0"
"202111","Angkutan Umum Integrasi","6Q","Dukuh Atas - Casablanca via Epicentrum Raya","608"
"202111","Angkutan Umum Integrasi","6N","Ragunan - Blok M via Kemang","31447"
"202111","Angkutan Umum Integrasi","6M","Stasiun Manggarai - Blok M","24756"
"202111","Angkutan Umum Integrasi","6H","Senen - Lebak Bulus","24583"
"202111","Angkutan Umum Integrasi","6C","Stasin Tebet - Karet via Patra Kuningan","118725"
"202111","Angkutan Umum Integrasi","5M","Kampung Melayu - Tanah Abang via Cikini","95933"
"202111","Angkutan Umum Integrasi","5F","Kampung Melayu - Tanah Abang","18105"
"202111","Angkutan Umum Integrasi","5B","Stasiun Tebet - Bidara Cina","8999"
"202111","Angkutan Umum Integrasi","4F","Pinang Ranti - Pulo Gadung","43945"
"202111","Angkutan Umum Integrasi","4B","Stasiun Manggarai - UI","46314"
"202111","Angkutan Umum Integrasi","3E","Sentraland Cengkareng - Puri Kembangan","901"
"202111","Angkutan Umum Integrasi","3E","Sentraland Cengkareng - Puri Kembangan","27894"
"202111","Angkutan Umum Integrasi","2Q","Gondangdia - Balai Kota","11567"
"202111","Angkutan Umum Integrasi","2P","Gondangdia - Senen","4653"
"202111","Angkutan Umum Integrasi","1R","Senen - Tanah Abang","8995"
"202111","Angkutan Umum Integrasi","1Q","Rempoa - Blok M","29556"
"202111","Angkutan Umum Integrasi","1P","Senen - Bundaran Senayan","13565"
"202111","Angkutan Umum Integrasi","1N","Tanah Abang - Blok M","14060"
"202111","Angkutan Umum Integrasi","1M","Meruya - Blok M","22326"
"202111","Angkutan Umum Integrasi","1H","Tanah Abang - Stasiun Gondangdia","50329"
"202111","Angkutan Umum Integrasi","1F","Stasiun Palmerah - Bundaran Senayan","0"
"202111","Angkutan Umum Integrasi","1E","Pondok Labu - Blok M","78905"
"202111","Angkutan Umum Integrasi","1C","Pesanggrahan - Blok M","16241"
"202111","Angkutan Umum Integrasi","1B","Stasiun Palmerah - Tosari","40391"
"202111","Angkutan Umum Integrasi","1A","PIK - Balai Kota","82972"
"202111","Angkutan Umum Integrasi","12A","Pelabuhan Kaliadem - Kota","1463"
"202111","Angkutan Umum Integrasi","12B","Pluit - Senen","10187"
"202111","Angkutan Umum Integrasi","11Q","Kampung Melayu - Pulo Gebang via BKT","11353"
"202111","Angkutan Umum Integrasi","11D","Pulo Gebang - Pulo Gadung 2 via PIK","59155"
"202111","Angkutan Umum Integrasi","10K","Tanjung Priok - Senen via Taman BMW","34498"
"202111","Angkutan Umum Integrasi","GR4","Taman Kota Intan - Museum Bahari","4"
"202111","Angkutan Umum Integrasi","GR5","Kota Tua Explorer","3"
"202112","Mikrotrans","JAK.88","Terminal Tanjung Priok - Ancol Barat","43967"
"202112","Mikrotrans","JAK.85","Bintara - Cipinang Indah","40103"
"202112","Mikrotrans","JAK.84","Terminal Kampung Melayu - Kapin Raya","59193"
"202112","Mikrotrans","JAK.80","Rawa Buaya - Rawa Kompeni","70475"
"202112","Mikrotrans","JAK.77","Tanjung Priok - Jembatan Item","77697"
"202112","Mikrotrans","JAK.75","Cililitan - Kp. Pulo","62086"
"202112","Mikrotrans","JAK.74","Terminal Rawamangun - Cipinang Muara","58622"
"202112","Mikrotrans","JAK.73","Jambore Cibubur - Pasar Rebo","86917"
"202112","Mikrotrans","JAK.72","Kampung Rambutan - Pasar Rebo via Poncol","104712"
"202112","Mikrotrans","JAK.71","Kampung Rambutan - Pinang Ranti","69365"
"202112","Mikrotrans","JAK.64","Lenteng Agung - Aseli","66235"
"202112","Mikrotrans","JAK.61","Cempaka Putih - Pulo Gadung via Kelapa Gading","47929"
"202112","Mikrotrans","JAK.60","Kelapa Gading - Rusun Kemayoran","70382"
"202112","Mikrotrans","JAK.59","Rawamangun - Tanah Merah","81467"
"202112","Mikrotrans","JAK.58","Cilingcing - Rorotan","114592"
"202112","Mikrotrans","JAK.56","Grogol - Srengseng","60415"
"202112","Mikrotrans","JAK.54","Grogol - Benhil","57178"
"202112","Mikrotrans","JAK.53","Grogol - Pos Pengumben via Slipi","68275"
"202112","Mikrotrans","JAK.52","Kalideres - Muara Angke","86276"
"202112","Mikrotrans","JAK.51","Taman Kota - Budi Luhur","124003"
"202112","Mikrotrans","JAK.50","Kalideres - Puri Kembangan","79329"
"202112","Mikrotrans","JAK.49","Lebak Bulus - Cipulir","53972"
"202112","Mikrotrans","JAK.47","Pasar Minggu - Ciganjur via KB Ragunan","68695"
"202112","Mikrotrans","JAK.46","Pasar Minggu - Jagakarsa","109328"
"202112","Mikrotrans","JAK.45","Lebak Bulus - Ragunan","59932"
"202112","Mikrotrans","JAK.44","Andara - Stasiun Universitas Pancasila","82948"
"202112","Mikrotrans","JAK.43","Tongtek - Cililitan","104353"
"202112","Mikrotrans","JAK.42","Kampung Melayu - Pondok Kelapa","95485"
"202112","Mikrotrans","JAK.41","Kampung Melayu - Ppulo Gadung","57059"
"202112","Mikrotrans","JAK.40","Harapan Baru - Pulo Gebang via Rawa Kuning","49918"
"202112","Mikrotrans","JAK.39","Kalimalang - Duren Sawit","75170"
"202112","Mikrotrans","JAK.38","Bulak Ringin - Kampung Rambutan","56049"
"202112","Mikrotrans","JAK.37","Cililitan - Condet via Kayu Manis","71809"
"202112","Mikrotrans","JAK.36","Cilangkap - Cililitan","88277"
"202112","Mikrotrans","JAK.35","Pangkalan Jati - Rawamangun","37850"
"202112","Mikrotrans","JAK.34","Rawamangun - Klender","75763"
"202112","Mikrotrans","JAK.33","Pulo Gadung - Kota","64986"
"202112","Mikrotrans","JAK.32","Lebak Bulus - Petukangan","96339"
"202112","Mikrotrans","JAK.31","Blok M - Andara","80726"
"202112","Mikrotrans","JAK.30","Grogol - Meruya via Roxy","167782"
"202112","Mikrotrans","JAK.29","Tanjung Priok - Sukapura","146329"
"202112","Mikrotrans","JAK.28","Kp. Rambutan - Taman Wiladatika","81435"
"202112","Mikrotrans","JAK.27","Pulo Gebang - Rorotan","65717"
"202112","Mikrotrans","JAK.26","Rawamangun - Duren Sawit","51285"
"202112","Mikrotrans","JAK.25","Kp. Rambutan - Kalisari","64243"
"202112","Mikrotrans","JAK.24","Senen - Pulo Gadung via Kelapa Gading","101816"
"202112","Mikrotrans","JAK.22","Dwikora - Penas Kalimalang","22786"
"202112","Mikrotrans","JAK.21","Cililitan - Dwikora","76970"
"202112","Mikrotrans","JAK.20","Cawang UKI - Lubang Buaya","62477"
"202112","Mikrotrans","JAK,19","Pinang Ranti - Kampung Rambutan","110771"
"202112","Mikrotrans","JAK.18","Kalibata - Kuningan","43349"
"202112","Mikrotrans","JAK.17","Senen - Pulo Gadung","62285"
"202112","Mikrotrans","JAK.16","Cililitan - Condet via Kayu Manis","90254"
"202112","Mikrotrans","JAK.15","Bulak Turi - Tanjung Priok","152585"
"202112","Mikrotrans","JAK.14","Tanah Abang - Meruya","125777"
"202112","Mikrotrans","JAK.13","Tanah Abang - Kota Intan via Jembatan Lima","24193"
"202112","Mikrotrans","JAK.12","Tanah Abang - Kebayoran Lama via Pos Pengumben","78580"
"202112","Mikrotrans","JAK.117","Tanjung Priok - Tanah Merdeka","106506"
"202112","Mikrotrans","JAK.112","Terminal Tanah Merah - Pulo Gadung","70986"
"202112","Mikrotrans","JAK.11","Tanah Abang - Kebayoran Lama","87568"
"202112","Mikrotrans","JAK.10B","Gondangdia - Cikini via Kramat Raya","4085"
"202112","Mikrotrans","JAK.10A","Gondangdia - Cikini via Salemba Raya","33992"
"202112","Mikrotrans","JAK.10","Tanah Abang - Kota","62581"
"202112","Mikrotrans","JAK.09","Roxy Mas - Karet","33555"
"202112","Mikrotrans","JAK.08","Roxy - Benhil","50409"
"202112","Mikrotrans","JAK.07","Tanah Abang - Grogol via Tawakal","69904"
"202112","Mikrotrans","JAK.06","Kampung Rambutan - Pondok Gede","70907"
"202112","Mikrotrans","JAK.05","Semper - Rorotan","74100"
"202112","Mikrotrans","JAK.04","Grogol - Tubagus Angke","57870"
"202112","Mikrotrans","JAK.03","Lebak Bulus - Andara","43991"
"202112","Mikrotrans","JAK.02","Kampung Melayu - Duren Sawit","59985"
"202112","Mikrotrans","JAK.01","Tanjung Priok - Plumpang","75915"
"202111","Mikrotrans","JAK.88","Terminal Tanjung Priok - Ancol Barat","40135"
"202111","Mikrotrans","JAK.85","Bintara - Cipinang Indah","38487"
"202111","Mikrotrans","JAK.84","Terminal Kampung Melayu - Kapin Raya","49142"
"202111","Mikrotrans","JAK.80","Rawa Buaya - Rawa Kompeni","66701"
"202111","Mikrotrans","JA.77","Tanjung Priok - Jembatan Item","75248"
"202111","Mikrotrans","JAK.75","Cililitan - Kp. Pulo","56825"
"202111","Mikrotrans","JAK.74","Terminal Rawamangun - Cipinang Muara","55667"
"202111","Mikrotrans","JAK.73","Jambore Cibubur - Pasar Rebo","84918"
"202111","Mikrotrans","JAK.72","Kampung Rambutan - Pasar Rebo via Poncol","100864"
"202111","Mikrotrans","JAK.71","Kampung Rambutan - Pinang Ranti","65152"
"202111","Mikrotrans","JAK.64","Lenteng Agung - Aseli","61617"
"202111","Mikrotrans","JAK.61","Cempaka Putih - Pulo Gadung via Kelapa Gading","43632"
"202111","Mikrotrans","JAK.60","Kelapa Gading - Rusun Kemayoran","79618"
"202111","Mikrotrans","JAK.59","Rawamangun - Tanah Merah","84370"
"202111","Mikrotrans","JAK.58","Cilingcing - Rorotan","110584"
"202111","Mikrotrans","JAK.56","Grogol - Srengseng","55986"
"202111","Mikrotrans","JAK.54","Grogol - Benhil","52566"
"202111","Mikrotrans","JAK.53","Grogol - Pos Pengumben via Slipi","61754"
"202111","Mikrotrans","JAK.52","Kalideres - Muara Angke","79531"
"202111","Mikrotrans","JAK.51","Taman Kota - Budi Luhur","122865"
"202111","Mikrotrans","JAK.50","Kalideres - Puri Kembangan","77204"
"202111","Mikrotrans","JAK.49","Lebak Bulus - Cipulir","50611"
"202111","Mikrotrans","JAK.47","Pasar Minggu - Ciganjur via KB Ragunan","63835"
"202111","Mikrotrans","JAK.46","Pasar Minggu - Jagakarsa","106263"
"202111","Mikrotrans","JAK.45","Lebak Bulus - Ragunan","55555"
"202111","Mikrotrans","JAK.44","Andara - Stasiun Universitas Pancasila","75946"
"202111","Mikrotrans","JAK.43","Tongtek - Cililitan","104411"
"202111","Mikrotrans","JAK.42","Kampung Melayu - Pondok Kelapa","84595"
"202111","Mikrotrans","JAK.41","Kampung Melayu - Ppulo Gadung","52250"
"202111","Mikrotrans","JAK.40","Harapan Baru - Pulo Gebang via Rawa Kuning","47573"
"202111","Mikrotrans","JAK.39","Kalimalang - Duren Sawit","70372"
"202111","Mikrotrans","JAK.38","Bulak Ringin - Kampung Rambutan","52938"
"202111","Mikrotrans","JAK.37","Cililitan - Condet via Kayu Manis","69292"
"202111","Mikrotrans","JAK.36","Cilangkap - Cililitan","80759"
"202111","Mikrotrans","JAK.35","Pangkalan Jati - Rawamangun","34484"
"202111","Mikrotrans","JAK.34","Rawamangun - Klender","71939"
"202111","Mikrotrans","JAK.33","Pulo Gadung - Kota","64400"
"202111","Mikrotrans","JAK.32","Lebak Bulus - Petukangan","90627"
"202111","Mikrotrans","JAK.31","Blok M - Andara","73900"
"202111","Mikrotrans","JAK.30","Grogol - Meruya via Roxy","160715"
"202111","Mikrotrans","JAK.29","Tanjung Priok - Sukapura","137509"
"202111","Mikrotrans","JAK.28","Kp. Rambutan - Taman Wiladatika","75895"
"202111","Mikrotrans","JAK.27","Pulo Gebang - Rorotan","59685"
"202111","Mikrotrans","JAK.26","Rawamangun - Duren Sawit","48931"
"202111","Mikrotrans","JAK.25","Kp. Rambutan - Kalisari","57999"
"202111","Mikrotrans","JAK.24","Senen - Pulo Gadung via Kelapa Gading","94793"
"202111","Mikrotrans","JAK.22","Dwikora - Penas Kalimalang","21124"
"202111","Mikrotrans","JAK.21","Cililitan - Dwikora","77867"
"202111","Mikrotrans","JAK.20","Cawang UKI - Lubang Buaya","63118"
"202111","Mikrotrans","JAK,19","Pinang Ranti - Kampung Rambutan","109711"
"202111","Mikrotrans","JAK.18","Kalibata - Kuningan","41370"
"202110","BRT","8","Lebak Bulus - Harmoni","442361"
"202110","BRT","7","Kampung Rambutan - Kampung Melayu","376261"
"202110","BRT","6","Ragunan - Dukuh Atas 2","348321"
"202110","BRT","5","Kampung Melayu - Ancol","430590"
"202110","BRT","4","Pulo Gadung 2 - Tosari","274326"
"202110","BRT","3","Kalideres - Pasar Baru","466445"
"202110","BRT","2","Pulo Gadung 1 - Harmoni","331229"
"202110","BRT","13","Ciledug - Tendean","307410"
"202110","BRT","12","Penjaringan - Sunter Bouleverd Barat","140853"
"202110","BRT","11","Pulo Gebang - Kampung Melayu","135543"
"202110","BRT","10","Tanjung Priok - PGC 2","369184"
"202110","BRT","1","Blok M - Kota","903783"
"202110","Angkutan Umum Integrasi","9H","Cipedak - Blok M","16256"
"202110","Angkutan Umum Integrasi","9E","Kebayoran Lama - Jelambar","16905"
"202110","Angkutan Umum Integrasi","9D","Pasar Minggu - Tanah Abang","81799"
"202110","Angkutan Umum Integrasi","8K","Batu Sari-Tanah Abang","8122"
"202110","Angkutan Umum Integrasi","8E","Bintaro - Blok M","18112"
"202110","Angkutan Umum Integrasi","8D","Joglo - Blok M","24637"
"202110","Angkutan Umum Integrasi","8C","Kebayoran Lama - Tanah Abang","0"
"202110","Angkutan Umum Integrasi","7P","Pondok Kelapa - BKN","25384"
"202110","Angkutan Umum Integrasi","7D","Pancoran - TMII","20689"
"202110","Angkutan Umum Integrasi","7B","Kampung Rambutan - Blok M","77492"
"202110","Angkutan Umum Integrasi","7A","Kampung Rambutan - Lebak Bulus","80151"
"202110","Angkutan Umum Integrasi","6R","Ragunan - Stasin MRT Fatmawati","0"
"202110","Angkutan Umum Integrasi","6N","Ragunan - Blok M via Kemang","25776"
"202110","Angkutan Umum Integrasi","6M","Stasiun Manggarai - Blok M","19821"
"202110","Angkutan Umum Integrasi","6H","Senen - Lebak Bulus","18839"
"202110","Angkutan Umum Integrasi","6C","Stasin Tebet - Karet via Patra Kuningan","93175"
"202110","Angkutan Umum Integrasi","5M","Kampung Melayu - Tanah Abang via Cikini","78012"
"202110","Angkutan Umum Integrasi","5F","Kampung Melayu - Tanah Abang","14392"
"202110","Angkutan Umum Integrasi","5B","Stasiun Tebet - Bidara Cina","7245"
"202110","Angkutan Umum Integrasi","4F","Pinang Ranti - Pulo Gadung","34614"
"202110","Angkutan Umum Integrasi","4B","Stasiun Manggarai - UI","33436"
"202110","Angkutan Umum Integrasi","3E","Sentraland Cengkareng - Puri Kembangan","24133"
"202110","Angkutan Umum Integrasi","1R","Senen - Tanah Abang","12633"
"202110","Angkutan Umum Integrasi","1Q","Rempoa - Blok M","26660"
"202110","Angkutan Umum Integrasi","1P","Senen - Bundaran Senayan","9135"
"202110","Angkutan Umum Integrasi","1N","Tanah Abang - Blok M","12969"
"202110","Angkutan Umum Integrasi","1M","Meruya - Blok M","20501"
"202110","Angkutan Umum Integrasi","1H","Tanah Abang - Stasiun Gondangdia","37638"
"202110","Angkutan Umum Integrasi","1F","Stasiun Palmerah - Bundaran Senayan","0"
"202110","Angkutan Umum Integrasi","1E","Pondok Labu - Blok M","71245"
"202110","Angkutan Umum Integrasi","1C","Pesanggrahan - Blok M","14984"
"202110","Angkutan Umum Integrasi","1B","Stasiun Palmerah - Tosari","29339"
"202110","Angkutan Umum Integrasi","1A","PIK - Balai Kota","67571"
"202110","Angkutan Umum Integrasi","12B","Pluit - Senen","8148"
"202110","Angkutan Umum Integrasi","11Q","Kampung Melayu - Pulo Gebang via BKT","9781"
"202110","Angkutan Umum Integrasi","11D","Pulo Gebang - Pulo Gadung 2 via PIK","54197"
"202110","Angkutan Umum Integrasi","10K","Tanjung Priok - Senen via Taman BMW","34615"
"202110","Angkutan Umum Integrasi","GR4","Taman Kota Intan - Museum Bahari","22"
"202112","BRT","9","Pinang Ranti - Pluit","819178"
"202112","BRT","8","Lebak Bulus - Harmoni","533221"
"202112","BRT","7","Kampung Rambutan - Kampung Melayu","402368"
"202112","BRT","6","Ragunan - Dukuh Atas 2","401232"
"202112","BRT","5","Kampung Melayu - Ancol","513138"
"202112","BRT","4","Pulo Gadung 2 - Tosari","319411"
"202112","BRT","3","Kalideres - Pasar Baru","465124"
"202112","BRT","2","Pulo Gadung 1 - Harmoni","380760"
"202112","BRT","13","Ciledug - Tendean","337233"
"202112","BRT","12","Penjaringan - Sunter Bouleverd Barat","167399"
"202112","BRT","11","Pulo Gebang - Kampung Melayu","163776"
"202112","BRT","10","Tanjung Priok - PGC 2","419198"
"202112","BRT","1","Blok M - Kota","1131439"
"202112","Angkutan Umum Integrasi","9H","Cipedak - Blok M","0"
"202112","Angkutan Umum Integrasi","9E","Kebayoran Lama - Jelambar","0"
"202112","Angkutan Umum Integrasi","9D","Pasar Minggu - Tanah Abang","0"
"202112","Angkutan Umum Integrasi","8K","Batu Sari-Tanah Abang","0"
"202112","Angkutan Umum Integrasi","8E","Bintaro - Blok M","0"
"202112","Angkutan Umum Integrasi","8D","Joglo - Blok M","0"
"202112","Angkutan Umum Integrasi","8C","Kebayoran Lama - Tanah Abang","0"
"202112","Angkutan Umum Integrasi","7P","Pondok Kelapa - BKN","0"
"202112","Angkutan Umum Integrasi","7D","Pancoran - TMII","0"
"202112","Angkutan Umum Integrasi","7B","Kampung Rambutan - Blok M","0"
"202112","Angkutan Umum Integrasi","7A","Kampung Rambutan - Lebak Bulus","0"
"202112","Angkutan Umum Integrasi","6R","Ragunan - Stasin MRT Fatmawati","0"
"202112","Angkutan Umum Integrasi","6N","Ragunan - Blok M via Kemang","0"
"202112","Angkutan Umum Integrasi","6M","Stasiun Manggarai - Blok M","0"
"202112","Angkutan Umum Integrasi","6H","Senen - Lebak Bulus","8"
"202112","Angkutan Umum Integrasi","6C","Stasin Tebet - Karet via Patra Kuningan","0"
"202112","Angkutan Umum Integrasi","5M","Kampung Melayu - Tanah Abang via Cikini","0"
